"presetKey","presetKey0","presetKey1","presetKey2","keyName","nameEn","nameTransl","nameTranslLength","nameTranslWarnings","duplicateTranslation","notTranslatedName","termsEn","termsTransl","termsTranslLength","termsTranslWarnings","icon","suggestion","fields","searchable","matchScore","tags0","tags1","tags2","tags3","tags4","tagsLength","addTags0","addTags1","addTags2","addTags3","addTags4","addTagsLength","removeTags0","removeTags1","removeTags2","removeTags3","removeTags4","removeTagsLength","geometryArea","geometryLine","geometryPoint","geometryVertex","geometryRelation","endRec"
"amenity/bank/Handelsbanken","amenity","bank","Handelsbanken","Handelsbanken"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Handelsbanken","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Swedbank","amenity","bank","Swedbank","Swedbank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Swedbank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Kreissparkasse","amenity","bank","Kreissparkasse","Kreissparkasse"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Kreissparkasse","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/UniCredit Bank","amenity","bank","UniCredit Bank","UniCredit Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=UniCredit Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Monte dei Paschi di Siena","amenity","bank","Monte dei Paschi di Siena","Monte dei Paschi di Siena"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Monte dei Paschi di Siena","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Caja Rural","amenity","bank","Caja Rural","Caja Rural"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Caja Rural","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Dresdner Bank","amenity","bank","Dresdner Bank","Dresdner Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Dresdner Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Sparda-Bank","amenity","bank","Sparda-Bank","Sparda-Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Sparda-Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/VÚB","amenity","bank","VÚB","VÚB"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=VÚB","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Slovenská sporiteľňa","amenity","bank","Slovenská sporiteľňa","Slovenská sporiteľňa"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Slovenská sporiteľňa","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Bank of Montreal","amenity","bank","Bank of Montreal","Bank of Montreal"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Bank of Montreal","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/KBC","amenity","bank","KBC","KBC"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=KBC","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Royal Bank of Scotland","amenity","bank","Royal Bank of Scotland","Royal Bank of Scotland"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Royal Bank of Scotland","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/TSB","amenity","bank","TSB","TSB"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=TSB","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/US Bank","amenity","bank","US Bank","US Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=US Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/HypoVereinsbank","amenity","bank","HypoVereinsbank","HypoVereinsbank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=HypoVereinsbank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Bank Austria","amenity","bank","Bank Austria","Bank Austria"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Bank Austria","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/ING","amenity","bank","ING","ING"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=ING","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Erste Bank","amenity","bank","Erste Bank","Erste Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Erste Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/CIBC","amenity","bank","CIBC","CIBC"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=CIBC","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Scotiabank","amenity","bank","Scotiabank","Scotiabank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Scotiabank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Caisse d'Épargne","amenity","bank","Caisse d'Épargne","Caisse d'Épargne"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Caisse d'Épargne","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Santander","amenity","bank","Santander","Santander"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Santander","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Bank of Scotland","amenity","bank","Bank of Scotland","Bank of Scotland"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Bank of Scotland","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/TD Canada Trust","amenity","bank","TD Canada Trust","TD Canada Trust"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=TD Canada Trust","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/BMO","amenity","bank","BMO","BMO"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=BMO","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Danske Bank","amenity","bank","Danske Bank","Danske Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Danske Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/OTP","amenity","bank","OTP","OTP"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=OTP","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Crédit Agricole","amenity","bank","Crédit Agricole","Crédit Agricole"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Crédit Agricole","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/LCL","amenity","bank","LCL","LCL"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=LCL","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/VR-Bank","amenity","bank","VR-Bank","VR-Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=VR-Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/ČSOB","amenity","bank","ČSOB","ČSOB"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=ČSOB","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Česká spořitelna","amenity","bank","Česká spořitelna","Česká spořitelna"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Česká spořitelna","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/BNP","amenity","bank","BNP","BNP"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=BNP","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Royal Bank","amenity","bank","Royal Bank","Royal Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Royal Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Nationwide","amenity","bank","Nationwide","Nationwide"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Nationwide","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Halifax","amenity","bank","Halifax","Halifax"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Halifax","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/BAWAG PSK","amenity","bank","BAWAG PSK","BAWAG PSK"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=BAWAG PSK","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/National Bank","amenity","bank","National Bank","National Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=National Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Nedbank","amenity","bank","Nedbank","Nedbank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Nedbank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/First National Bank","amenity","bank","First National Bank","First National Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=First National Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Nordea","amenity","bank","Nordea","Nordea"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Nordea","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Rabobank","amenity","bank","Rabobank","Rabobank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Rabobank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Sparkasse KölnBonn","amenity","bank","Sparkasse KölnBonn","Sparkasse KölnBonn"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Sparkasse KölnBonn","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Tatra banka","amenity","bank","Tatra banka","Tatra banka"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Tatra banka","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Berliner Sparkasse","amenity","bank","Berliner Sparkasse","Berliner Sparkasse"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Berliner Sparkasse","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Berliner Volksbank","amenity","bank","Berliner Volksbank","Berliner Volksbank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Berliner Volksbank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Wells Fargo","amenity","bank","Wells Fargo","Wells Fargo"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Wells Fargo","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Credit Suisse","amenity","bank","Credit Suisse","Credit Suisse"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Credit Suisse","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Société Générale","amenity","bank","Société Générale","Société Générale"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Société Générale","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Osuuspankki","amenity","bank","Osuuspankki","Osuuspankki"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Osuuspankki","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Sparkasse Aachen","amenity","bank","Sparkasse Aachen","Sparkasse Aachen"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Sparkasse Aachen","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Hamburger Sparkasse","amenity","bank","Hamburger Sparkasse","Hamburger Sparkasse"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Hamburger Sparkasse","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Cassa di Risparmio del Veneto","amenity","bank","Cassa di Risparmio del Veneto","Cassa di Risparmio del Veneto"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Cassa di Risparmio del Veneto","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/BNP Paribas","amenity","bank","BNP Paribas","BNP Paribas"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=BNP Paribas","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Banque Populaire","amenity","bank","Banque Populaire","Banque Populaire"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Banque Populaire","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/BNP Paribas Fortis","amenity","bank","BNP Paribas Fortis","BNP Paribas Fortis"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=BNP Paribas Fortis","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Banco Popular","amenity","bank","Banco Popular","Banco Popular"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Banco Popular","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Bancaja","amenity","bank","Bancaja","Bancaja"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Bancaja","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Banesto","amenity","bank","Banesto","Banesto"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Banesto","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/La Caixa","amenity","bank","La Caixa","La Caixa"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=La Caixa","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Santander Consumer Bank","amenity","bank","Santander Consumer Bank","Santander Consumer Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Santander Consumer Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/BRD","amenity","bank","BRD","BRD"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=BRD","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/BCR","amenity","bank","BCR","BCR"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=BCR","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Banca Transilvania","amenity","bank","Banca Transilvania","Banca Transilvania"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Banca Transilvania","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/BW-Bank","amenity","bank","BW-Bank","BW-Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=BW-Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Komerční banka","amenity","bank","Komerční banka","Komerční banka"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Komerční banka","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Banco Pastor","amenity","bank","Banco Pastor","Banco Pastor"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Banco Pastor","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Stadtsparkasse","amenity","bank","Stadtsparkasse","Stadtsparkasse"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Stadtsparkasse","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Ulster Bank","amenity","bank","Ulster Bank","Ulster Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Ulster Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Sberbank","amenity","bank","Sberbank","Sberbank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Sberbank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/CIC","amenity","bank","CIC","CIC"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=CIC","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Bancpost","amenity","bank","Bancpost","Bancpost"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Bancpost","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Caja Madrid","amenity","bank","Caja Madrid","Caja Madrid"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Caja Madrid","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Maybank","amenity","bank","Maybank","Maybank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Maybank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/中国银行","amenity","bank","中国银行","中国银行"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=中国银行","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Unicredit Banca","amenity","bank","Unicredit Banca","Unicredit Banca"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Unicredit Banca","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Crédit Mutuel","amenity","bank","Crédit Mutuel","Crédit Mutuel"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Crédit Mutuel","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/BBVA","amenity","bank","BBVA","BBVA"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=BBVA","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Intesa San Paolo","amenity","bank","Intesa San Paolo","Intesa San Paolo"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Intesa San Paolo","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/TD Bank","amenity","bank","TD Bank","TD Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=TD Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Belfius","amenity","bank","Belfius","Belfius"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Belfius","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Bank of America","amenity","bank","Bank of America","Bank of America"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Bank of America","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/RBC","amenity","bank","RBC","RBC"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=RBC","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Alpha Bank","amenity","bank","Alpha Bank","Alpha Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Alpha Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Сбербанк","amenity","bank","Сбербанк","Сбербанк"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Сбербанк","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Россельхозбанк","amenity","bank","Россельхозбанк","Россельхозбанк"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Россельхозбанк","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Crédit du Nord","amenity","bank","Crédit du Nord","Crédit du Nord"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Crédit du Nord","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/BancoEstado","amenity","bank","BancoEstado","BancoEstado"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=BancoEstado","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
