"presetKey","presetKey0","presetKey1","presetKey2","keyName","nameEn","nameTransl","nameTranslLength","nameTranslWarnings","duplicateTranslation","notTranslatedName","termsEn","termsTransl","termsTranslLength","termsTranslWarnings","icon","suggestion","fields","searchable","matchScore","tags0","tags1","tags2","tags3","tags4","tagsLength","addTags0","addTags1","addTags2","addTags3","addTags4","addTagsLength","removeTags0","removeTags1","removeTags2","removeTags3","removeTags4","removeTagsLength","geometryArea","geometryLine","geometryPoint","geometryVertex","geometryRelation","endRec"
"craft/painter","craft","painter"," ","Painter","Painter"," ",0," "," ","notTranslated",""," ",0," ","art-gallery"," ","operator,address,building_area,opening_hours"," "," ","craft=painter"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"craft/photographer","craft","photographer"," ","Photographer","Photographer"," ",0," "," ","notTranslated",""," ",0," ","camera"," ","operator,address,building_area,opening_hours"," "," ","craft=photographer"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"craft/photographic_laboratory","craft","photographic_laboratory"," ","Photographic Laboratory","Photographic Laboratory"," ",0," "," ","notTranslated","film"," ",0," ","camera"," ","operator,address,building_area,opening_hours"," "," ","craft=photographic_laboratory"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"craft/plasterer","craft","plasterer"," ","Plasterer","Plasterer"," ",0," "," ","notTranslated",""," ",0," ","marker-stroked"," ","operator,address,building_area,opening_hours"," "," ","craft=plasterer"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"craft/plumber","craft","plumber"," ","Plumber","Plumber"," ",0," "," ","notTranslated","pipe"," ",0," ","marker-stroked"," ","operator,address,building_area,opening_hours"," "," ","craft=plumber"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"craft/pottery","craft","pottery"," ","Pottery","Pottery"," ",0," "," ","notTranslated","ceramic"," ",0," ","art-gallery"," ","operator,address,building_area,opening_hours"," "," ","craft=pottery"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"craft/rigger","craft","rigger"," ","Rigger","Rigger"," ",0," "," ","notTranslated",""," ",0," ","marker-stroked"," ","operator,address,building_area,opening_hours"," "," ","craft=rigger"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"craft/roofer","craft","roofer"," ","Roofer","Roofer"," ",0," "," ","notTranslated",""," ",0," ","marker-stroked"," ","operator,address,building_area,opening_hours"," "," ","craft=roofer"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"craft/saddler","craft","saddler"," ","Saddler","Saddler"," ",0," "," ","notTranslated",""," ",0," ","marker-stroked"," ","operator,address,building_area,opening_hours"," "," ","craft=saddler"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"craft/sailmaker","craft","sailmaker"," ","Sailmaker","Sailmaker"," ",0," "," ","notTranslated",""," ",0," ","marker-stroked"," ","operator,address,building_area,opening_hours"," "," ","craft=sailmaker"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"craft/sawmill","craft","sawmill"," ","Sawmill","Sawmill"," ",0," "," ","notTranslated","lumber"," ",0," ","park"," ","operator,address,building_area,opening_hours"," "," ","craft=sawmill"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"craft/scaffolder","craft","scaffolder"," ","Scaffolder","Scaffolder"," ",0," "," ","notTranslated",""," ",0," ","marker-stroked"," ","operator,address,building_area,opening_hours"," "," ","craft=scaffolder"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"craft/sculpter","craft","sculpter"," ","Sculpter","Sculpter"," ",0," "," ","notTranslated",""," ",0," ","art-gallery"," ","operator,address,building_area,opening_hours"," "," ","craft=sculpter"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"craft/shoemaker","craft","shoemaker"," ","Shoemaker","Shoemaker"," ",0," "," ","notTranslated","cobbler"," ",0," ","marker-stroked"," ","operator,address,building_area,opening_hours"," "," ","craft=shoemaker"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"craft/stonemason","craft","stonemason"," ","Stonemason","Stonemason"," ",0," "," ","notTranslated","masonry"," ",0," ","marker-stroked"," ","operator,address,building_area,opening_hours"," "," ","craft=stonemason"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"craft/sweep","craft","sweep"," ","Chimney Sweep","Chimney Sweep"," ",0," "," ","notTranslated",""," ",0," ","marker-stroked"," ","operator,address,building_area,opening_hours"," "," ","craft=sweep"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"craft/tailor","craft","tailor"," ","Tailor","Tailor"," ",0," "," ","notTranslated","clothes,suit"," ",0," ","clothing-store"," ","operator,address,building_area,opening_hours",false," ","craft=tailor"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"craft/tiler","craft","tiler"," ","Tiler","Tiler"," ",0," "," ","notTranslated",""," ",0," ","marker-stroked"," ","operator,address,building_area,opening_hours"," "," ","craft=tiler"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"craft/tinsmith","craft","tinsmith"," ","Tinsmith","Tinsmith"," ",0," "," ","notTranslated",""," ",0," ","marker-stroked"," ","operator,address,building_area,opening_hours"," "," ","craft=tinsmith"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"craft/upholsterer","craft","upholsterer"," ","Upholsterer","Upholsterer"," ",0," "," ","notTranslated",""," ",0," ","marker-stroked"," ","operator,address,building_area,opening_hours"," "," ","craft=upholsterer"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"craft/watchmaker","craft","watchmaker"," ","Watchmaker","Watchmaker"," ",0," "," ","notTranslated",""," ",0," ","circle-stroked"," ","operator,address,building_area,opening_hours"," "," ","craft=watchmaker"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"craft/window_construction","craft","window_construction"," ","Window Construction","Window Construction"," ",0," "," ","notTranslated","glass"," ",0," ","marker-stroked"," ","operator,address,building_area,opening_hours"," "," ","craft=window_construction"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"craft/winery","craft","winery"," ","Winery","Winery"," ",0," "," ","notTranslated",""," ",0," ","alcohol-shop"," ","operator,address,building_area,opening_hours"," "," ","craft=winery"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"embankment","embankment"," "," ","Embankment","Embankment"," ",0," "," ","notTranslated",""," ",0," "," "," "," "," ",0.2,"embankment=yes"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"emergency/ambulance_station","emergency","ambulance_station"," ","Ambulance Station","Ambulance Station"," ",0," "," ","notTranslated","EMS,EMT,rescue"," ",0," ","hospital"," ","operator,building_area,address"," "," ","emergency=ambulance_station"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"emergency/fire_hydrant","emergency","fire_hydrant"," ","Fire Hydrant","Fire Hydrant"," ",0," "," ","notTranslated",""," ",0," "," "," ","fire_hydrant/type"," "," ","emergency=fire_hydrant"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," ","point","vertex"," ","last"
"emergency/phone","emergency","phone"," ","Emergency Phone","Emergency Phone","紧急电话",4," "," "," ",""," ",0," ","emergency-telephone"," ","operator"," "," ","emergency=phone"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," ","point","vertex"," ","last"
"entrance","entrance"," "," ","Entrance/Exit","Entrance/Exit"," ",0," "," ","notTranslated",""," ",0," ","entrance"," ","entrance,access_simple,address"," "," ","entrance=*"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," "," ","vertex"," ","last"
"footway/crossing","footway","crossing"," ","Crossing","Crossing"," ",0," "," ","notTranslated",""," ",0," "," "," ","crossing,access,surface,sloped_curb,tactile_paving"," "," ","highway=footway","footway=crossing"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"footway/crosswalk","footway","crosswalk"," ","Crosswalk","Crosswalk"," ",0," "," ","notTranslated","zebra crossing"," ",0," "," "," ","crossing,access,surface,sloped_curb,tactile_paving"," "," ","highway=footway","footway=crossing","crossing=zebra"," "," ",3," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"footway/sidewalk","footway","sidewalk"," ","Sidewalk","Sidewalk"," ",0," "," ","notTranslated",""," ",0," "," "," ","surface,lit,width,structure,access"," "," ","highway=footway","footway=sidewalk"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"ford","ford"," "," ","Ford","Ford"," ",0," "," ","notTranslated",""," ",0," "," "," "," "," "," ","ford=yes"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," "," ","vertex"," ","last"
"golf/bunker","golf","bunker"," ","Sand Trap","Sand Trap"," ",0," "," ","notTranslated","hazard,bunker"," ",0," ","golf"," "," "," "," ","golf=bunker","natural=sand"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," "," "," ","last"
"golf/fairway","golf","fairway"," ","Fairway","Fairway"," ",0," "," ","notTranslated",""," ",0," ","golf"," "," "," "," ","golf=fairway","landuse=grass"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," "," "," ","last"
"golf/green","golf","green"," ","Putting Green","Putting Green"," ",0," "," ","notTranslated",""," ",0," ","golf"," "," "," "," ","golf=green","landuse=grass","leisure=pitch","sport=golf"," ",4," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," "," "," ","last"
"golf/hole","golf","hole"," ","Golf Hole","Golf Hole"," ",0," "," ","notTranslated",""," ",0," ","golf"," ","golf_hole,par,handicap"," "," ","golf=hole"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"golf/lateral_water_hazard","golf","lateral_water_hazard"," ","Lateral Water Hazard","Lateral Water Hazard"," ",0," "," ","notTranslated",""," ",0," ","golf"," "," "," "," ","golf=lateral_water_hazard","natural=water"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area","line"," "," "," ","last"
"golf/rough","golf","rough"," ","Rough","Rough"," ",0," "," ","notTranslated",""," ",0," ","golf"," "," "," "," ","golf=rough","landuse=grass"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," "," "," ","last"
"golf/tee","golf","tee"," ","Tee Box","Tee Box"," ",0," "," ","notTranslated","teeing ground"," ",0," ","golf"," "," "," "," ","golf=tee","landuse=grass"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," "," "," ","last"
"golf/water_hazard","golf","water_hazard"," ","Water Hazard","Water Hazard"," ",0," "," ","notTranslated",""," ",0," ","golf"," "," "," "," ","golf=water_hazard","natural=water"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area","line"," "," "," ","last"
"highway","highway"," "," ","Highway","Highway","公路",2," "," "," ",""," ",0," "," "," ","highway"," "," ","highway=*"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area","line","point","vertex"," ","last"
"highway/bridleway","highway","bridleway"," ","Bridle Path","Bridle Path","马道",2," "," "," ","bridleway,equestrian,horse"," ",0," ","highway-bridleway"," ","surface,width,structure,access"," "," ","highway=bridleway"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/bus_stop","highway","bus_stop"," ","Bus Stop","Bus Stop","公交车站",4," "," "," ",""," ",0," ","bus"," ","operator,bench,shelter,covered"," "," ","highway=bus_stop"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," ","point","vertex"," ","last"
"highway/crossing","highway","crossing"," ","Crossing","Crossing","人行横道",4," "," "," ",""," ",0," "," "," ","crossing,sloped_curb,tactile_paving"," "," ","highway=crossing"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," "," ","vertex"," ","last"
"highway/crosswalk","highway","crosswalk"," ","Crosswalk","Crosswalk"," ",0," "," ","notTranslated","zebra crossing"," ",0," "," "," ","crossing,sloped_curb,tactile_paving"," "," ","highway=crossing","crossing=zebra"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0," "," "," ","vertex"," ","last"
"highway/cycleway","highway","cycleway"," ","Cycle Path","Cycle Path","自行车道",4," "," "," ","bike"," ",0," ","highway-cycleway"," ","surface,lit,width,oneway,structure,access"," "," ","highway=cycleway"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/footway","highway","footway"," ","Foot Path","Foot Path","步行径",3," "," "," ","hike,hiking,trackway,trail,walk"," ",0," ","highway-footway"," ","surface,lit,width,structure,access"," "," ","highway=footway"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area","line"," "," "," ","last"
"highway/living_street","highway","living_street"," ","Living Street","Living Street","生活街道",4," "," "," ",""," ",0," ","highway-living-street"," ","oneway,maxspeed,structure,access,surface"," "," ","highway=living_street"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/mini_roundabout","highway","mini_roundabout"," ","Mini-Roundabout","Mini-Roundabout","迷你环岛",4," "," "," ",""," ",0," "," "," ","clock_direction"," "," ","highway=mini_roundabout"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," "," ","vertex"," ","last"
"highway/motorway","highway","motorway"," ","Motorway","Motorway","高速公路",4," "," "," ",""," ",0," ","highway-motorway"," ","oneway_yes,maxspeed,structure,access,lanes,surface,ref"," "," ","highway=motorway"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/motorway_junction","highway","motorway_junction"," ","Motorway Junction / Exit","Motorway Junction / Exit"," ",0," "," ","notTranslated",""," ",0," "," "," ","ref"," "," ","highway=motorway_junction"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," "," ","vertex"," ","last"
"highway/motorway_link","highway","motorway_link"," ","Motorway Link","Motorway Link","高速公路匝道",6," "," "," ","ramp,on ramp,off ramp"," ",0," ","highway-motorway-link"," ","oneway_yes,maxspeed,structure,access,surface,ref"," "," ","highway=motorway_link"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/path","highway","path"," ","Path","Path","路径",2," "," "," ","hike,hiking,trackway,trail,walk"," ",0," ","highway-path"," ","surface,width,structure,access,incline,sac_scale,trail_visibility,mtb/scale,mtb/scale/uphill,mtb/scale/imba,ref"," "," ","highway=path"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/pedestrian","highway","pedestrian"," ","Pedestrian","Pedestrian","行人专用路",5," "," "," ",""," ",0," "," "," ","surface,lit,width,oneway,structure,access"," "," ","highway=pedestrian"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area","line"," "," "," ","last"
"highway/primary","highway","primary"," ","Primary Road","Primary Road","主要道路",4," "," "," ",""," ",0," ","highway-primary"," ","oneway,maxspeed,structure,access,lanes,surface,ref"," "," ","highway=primary"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/primary_link","highway","primary_link"," ","Primary Link","Primary Link","主要道路匝道",6," "," "," ","ramp,on ramp,off ramp"," ",0," ","highway-primary-link"," ","oneway,maxspeed,structure,access,surface,ref"," "," ","highway=primary_link"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/raceway","highway","raceway"," ","Motor Raceway","Motor Raceway"," ",0," "," ","notTranslated","auto*,race*,nascar"," ",0," ","highway-unclassified"," ","oneway,surface,sport_racing,structure"," "," ","highway=raceway"," "," "," "," ",1,"highway=raceway","sport=motor"," "," "," ",2," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/residential","highway","residential"," ","Residential Road","Residential Road","住宅区道路",5," "," "," ",""," ",0," ","highway-residential"," ","oneway,maxspeed,structure,access,surface"," "," ","highway=residential"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/rest_area","highway","rest_area"," ","Rest Area","Rest Area"," ",0," "," ","notTranslated","rest stop"," ",0," "," "," "," "," "," ","highway=rest_area"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"highway/road","highway","road"," ","Unknown Road","Unknown Road","未知种类道路",6," "," "," ",""," ",0," ","highway-road"," ","oneway,maxspeed,structure,access,surface"," "," ","highway=road"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/secondary","highway","secondary"," ","Secondary Road","Secondary Road","次要道路",4," "," "," ",""," ",0," ","highway-secondary"," ","oneway,maxspeed,structure,access,lanes,surface,ref"," "," ","highway=secondary"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/secondary_link","highway","secondary_link"," ","Secondary Link","Secondary Link","次要道路匝道",6," "," "," ","ramp,on ramp,off ramp"," ",0," ","highway-secondary-link"," ","oneway,maxspeed,structure,access,surface,ref"," "," ","highway=secondary_link"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/service","highway","service"," ","Service Road","Service Road","辅助道路",4," "," "," ",""," ",0," ","highway-service"," ","service,oneway,maxspeed,structure,access,surface"," "," ","highway=service"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/service/alley","highway","service","alley","Alley","Alley","胡同",2," "," "," ",""," ",0," ","highway-service"," ","oneway,access,surface"," "," ","highway=service","service=alley"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/service/drive-through","highway","service","drive-through","Drive-Through","Drive-Through","驾驶通过以获取服务",9," "," "," ",""," ",0," ","highway-service"," ","oneway,access,surface"," "," ","highway=service","service=drive-through"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/service/driveway","highway","service","driveway","Driveway","Driveway","车道",2," "," "," ",""," ",0," ","highway-service"," ","oneway,access,surface"," "," ","highway=service","service=driveway"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/service/emergency_access","highway","service","emergency_access","Emergency Access","Emergency Access","紧急通道",4," "," "," ",""," ",0," ","highway-service"," ","oneway,access,surface"," "," ","highway=service","service=emergency_access"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/service/parking_aisle","highway","service","parking_aisle","Parking Aisle","Parking Aisle","停车场通道",5," "," "," ",""," ",0," ","highway-service"," ","oneway,access,surface"," "," ","highway=service","service=parking_aisle"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/services","highway","services"," ","Service Area","Service Area"," ",0," "," ","notTranslated","services,travel plaza,service station"," ",0," "," "," "," "," "," ","highway=services"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"highway/steps","highway","steps"," ","Steps","Steps","楼梯",2," "," "," ","stairs,staircase"," ",0," ","highway-steps"," ","surface,lit,width,access"," "," ","highway=steps"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/stop","highway","stop"," ","Stop Sign","Stop Sign"," ",0," "," ","notTranslated","stop sign"," ",0," "," "," "," "," "," ","highway=stop"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," "," ","vertex"," ","last"
"highway/street_lamp","highway","street_lamp"," ","Street Lamp","Street Lamp"," ",0," "," ","notTranslated","streetlight,street light,lamp,light,gaslight"," ",0," "," "," ","lamp_type,ref"," "," ","highway=street_lamp"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," ","point","vertex"," ","last"
"highway/tertiary","highway","tertiary"," ","Tertiary Road","Tertiary Road","三级道路",4," "," "," ",""," ",0," ","highway-tertiary"," ","oneway,maxspeed,structure,access,lanes,surface,ref"," "," ","highway=tertiary"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/tertiary_link","highway","tertiary_link"," ","Tertiary Link","Tertiary Link","三级道路匝道",6," "," "," ","ramp,on ramp,off ramp"," ",0," ","highway-tertiary-link"," ","oneway,maxspeed,structure,access,surface,ref"," "," ","highway=tertiary_link"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/track","highway","track"," ","Track","Track","未铺设路面的车径",8," "," "," ","woods road,fire road"," ",0," ","highway-track"," ","surface,width,structure,access,incline,tracktype,smoothness,mtb/scale,mtb/scale/uphill,mtb/scale/imba"," "," ","highway=track"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/traffic_signals","highway","traffic_signals"," ","Traffic Signals","Traffic Signals","红绿灯",3," "," "," ","light,stoplight,traffic light"," ",0," "," "," "," "," "," ","highway=traffic_signals"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," "," ","vertex"," ","last"
"highway/trunk","highway","trunk"," ","Trunk Road","Trunk Road","干线道路",4," "," "," ",""," ",0," ","highway-trunk"," ","oneway,maxspeed,structure,access,lanes,surface,ref"," "," ","highway=trunk"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/trunk_link","highway","trunk_link"," ","Trunk Link","Trunk Link","干线道路匝道",6," "," "," ","ramp,on ramp,off ramp"," ",0," ","highway-trunk-link"," ","oneway,maxspeed,structure,access,surface,ref"," "," ","highway=trunk_link"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"highway/turning_circle","highway","turning_circle"," ","Turning Circle","Turning Circle","环岛",2," "," "," ","cul-de-sac"," ",0," ","circle"," "," "," "," ","highway=turning_circle"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," "," ","vertex"," ","last"
"highway/unclassified","highway","unclassified"," ","Unclassified Road","Unclassified Road","未分级的道路",6," "," "," ",""," ",0," ","highway-unclassified"," ","oneway,maxspeed,structure,access,surface"," "," ","highway=unclassified"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"historic","historic"," "," ","Historic Site","Historic Site","历史遗迹",4," "," "," ",""," ",0," "," "," ","historic"," "," ","historic=*"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"historic/archaeological_site","historic","archaeological_site"," ","Archaeological Site","Archaeological Site","考古遗址",4," "," "," ",""," ",0," "," "," "," "," "," ","historic=archaeological_site"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"historic/boundary_stone","historic","boundary_stone"," ","Boundary Stone","Boundary Stone","界桩",2," "," "," ",""," ",0," "," "," "," "," "," ","historic=boundary_stone"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," ","point","vertex"," ","last"
"historic/castle","historic","castle"," ","Castle","Castle","城堡",2," "," "," ",""," ",0," "," "," "," "," "," ","historic=castle"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"historic/memorial","historic","memorial"," ","Memorial","Memorial","纪念馆",3," "," "," ",""," ",0," ","monument"," "," "," "," ","historic=memorial"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"historic/monument","historic","monument"," ","Monument","Monument","古迹",2," "," "," ",""," ",0," ","monument"," "," "," "," ","historic=monument"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"historic/ruins","historic","ruins"," ","Ruins","Ruins","废墟",2," "," "," ",""," ",0," "," "," "," "," "," ","historic=ruins"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"historic/wayside_cross","historic","wayside_cross"," ","Wayside Cross","Wayside Cross","路边十字架",5," "," "," ",""," ",0," "," "," "," "," "," ","historic=wayside_cross"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"historic/wayside_shrine","historic","wayside_shrine"," ","Wayside Shrine","Wayside Shrine","路边神社",4," "," "," ",""," ",0," "," "," "," "," "," ","historic=wayside_shrine"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"junction","junction"," "," ","Junction","Junction"," ",0," "," ","notTranslated",""," ",0," "," "," "," "," "," ","junction=yes"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," ","vertex"," ","last"
"landuse","landuse"," "," ","Landuse","Landuse","土地用途",4," "," "," ",""," ",0," "," "," ","landuse"," "," ","landuse=*"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"landuse/allotments","landuse","allotments"," ","Allotments","Allotments","社区花园",4," "," "," ",""," ",0," "," "," "," "," "," ","landuse=allotments"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," "," "," ","last"
"landuse/basin","landuse","basin"," ","Basin","Basin","水池",2," "," "," ",""," ",0," "," "," "," "," "," ","landuse=basin"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," "," "," ","last"
"landuse/cemetery","landuse","cemetery"," ","Cemetery","Cemetery","墓地",2," ","duplicate"," ",""," ",0," ","cemetery"," ","religion,denomination"," "," ","landuse=cemetery"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," "," "," ","last"
"landuse/churchyard","landuse","churchyard"," ","Churchyard","Churchyard"," ",0," "," ","notTranslated",""," ",0," "," "," ","religion,denomination"," "," ","landuse=churchyard"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," "," "," ","last"
"landuse/commercial","landuse","commercial"," ","Commercial Area","Commercial Area"," ",0," "," ","notTranslated",""," ",0," ","commercial"," "," "," "," ","landuse=commercial"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," "," "," ","last"
"landuse/construction","landuse","construction"," ","Construction","Construction","建筑物",3," ","duplicate"," ",""," ",0," "," "," ","construction,operator"," "," ","landuse=construction"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," "," "," ","last"
"landuse/farm","landuse","farm"," ","Farmland","Farmland"," ",0," "," ","notTranslated",""," ",0," ","farm"," ","crop",false," ","landuse=farm"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
