"presetKey","presetKey0","presetKey1","presetKey2","keyName","nameEn","nameTransl","nameTranslLength","nameTranslWarnings","duplicateTranslation","notTranslatedName","termsEn","termsTransl","termsTranslLength","termsTranslWarnings","icon","suggestion","fields","searchable","matchScore","tags0","tags1","tags2","tags3","tags4","tagsLength","addTags0","addTags1","addTags2","addTags3","addTags4","addTagsLength","removeTags0","removeTags1","removeTags2","removeTags3","removeTags4","removeTagsLength","geometryArea","geometryLine","geometryPoint","geometryVertex","geometryRelation","endRec"
"amenity/bank/RCBC","amenity","bank","RCBC","RCBC"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=RCBC","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Unicaja","amenity","bank","Unicaja","Unicaja"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Unicaja","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/BBK","amenity","bank","BBK","BBK"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=BBK","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Ibercaja","amenity","bank","Ibercaja","Ibercaja"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Ibercaja","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/RBS","amenity","bank","RBS","RBS"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=RBS","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Commercial Bank of Ceylon PLC","amenity","bank","Commercial Bank of Ceylon PLC","Commercial Bank of Ceylon PLC"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Commercial Bank of Ceylon PLC","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Bank of Ireland","amenity","bank","Bank of Ireland","Bank of Ireland"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Bank of Ireland","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/BNL","amenity","bank","BNL","BNL"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=BNL","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Banco Santander","amenity","bank","Banco Santander","Banco Santander"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Banco Santander","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Banco Itaú","amenity","bank","Banco Itaú","Banco Itaú"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Banco Itaú","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/AIB","amenity","bank","AIB","AIB"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=AIB","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/BZ WBK","amenity","bank","BZ WBK","BZ WBK"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=BZ WBK","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Banco do Brasil","amenity","bank","Banco do Brasil","Banco do Brasil"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Banco do Brasil","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Caixa Econômica Federal","amenity","bank","Caixa Econômica Federal","Caixa Econômica Federal"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Caixa Econômica Federal","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Fifth Third Bank","amenity","bank","Fifth Third Bank","Fifth Third Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Fifth Third Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Banca Popolare di Vicenza","amenity","bank","Banca Popolare di Vicenza","Banca Popolare di Vicenza"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Banca Popolare di Vicenza","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Wachovia","amenity","bank","Wachovia","Wachovia"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Wachovia","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/OLB","amenity","bank","OLB","OLB"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=OLB","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/みずほ銀行","amenity","bank","みずほ銀行","みずほ銀行"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=みずほ銀行","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/BES","amenity","bank","BES","BES"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=BES","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/ICICI Bank","amenity","bank","ICICI Bank","ICICI Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=ICICI Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/HDFC Bank","amenity","bank","HDFC Bank","HDFC Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=HDFC Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/La Banque Postale","amenity","bank","La Banque Postale","La Banque Postale"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=La Banque Postale","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Pekao SA","amenity","bank","Pekao SA","Pekao SA"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Pekao SA","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Oberbank","amenity","bank","Oberbank","Oberbank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Oberbank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Bradesco","amenity","bank","Bradesco","Bradesco"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Bradesco","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Oldenburgische Landesbank","amenity","bank","Oldenburgische Landesbank","Oldenburgische Landesbank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Oldenburgische Landesbank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Bendigo Bank","amenity","bank","Bendigo Bank","Bendigo Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Bendigo Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Argenta","amenity","bank","Argenta","Argenta"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Argenta","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/AXA","amenity","bank","AXA","AXA"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=AXA","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Axis Bank","amenity","bank","Axis Bank","Axis Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Axis Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Banco Nación","amenity","bank","Banco Nación","Banco Nación"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Banco Nación","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/GE Money Bank","amenity","bank","GE Money Bank","GE Money Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=GE Money Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Альфа-Банк","amenity","bank","Альфа-Банк","Альфа-Банк"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Альфа-Банк","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Белагропромбанк","amenity","bank","Белагропромбанк","Белагропромбанк"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Белагропромбанк","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Caja Círculo","amenity","bank","Caja Círculo","Caja Círculo"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Caja Círculo","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Banco Galicia","amenity","bank","Banco Galicia","Banco Galicia"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Banco Galicia","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Eurobank","amenity","bank","Eurobank","Eurobank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Eurobank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Banca Intesa","amenity","bank","Banca Intesa","Banca Intesa"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Banca Intesa","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Canara Bank","amenity","bank","Canara Bank","Canara Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Canara Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Cajamar","amenity","bank","Cajamar","Cajamar"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Cajamar","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Banamex","amenity","bank","Banamex","Banamex"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Banamex","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Crédit Mutuel de Bretagne","amenity","bank","Crédit Mutuel de Bretagne","Crédit Mutuel de Bretagne"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Crédit Mutuel de Bretagne","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Davivienda","amenity","bank","Davivienda","Davivienda"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Davivienda","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Bank Spółdzielczy","amenity","bank","Bank Spółdzielczy","Bank Spółdzielczy"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Bank Spółdzielczy","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Credit Agricole","amenity","bank","Credit Agricole","Credit Agricole"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Credit Agricole","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Bankinter","amenity","bank","Bankinter","Bankinter"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Bankinter","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Banque Nationale","amenity","bank","Banque Nationale","Banque Nationale"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Banque Nationale","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Bank of the West","amenity","bank","Bank of the West","Bank of the West"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Bank of the West","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Key Bank","amenity","bank","Key Bank","Key Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Key Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Western Union","amenity","bank","Western Union","Western Union"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Western Union","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Citizens Bank","amenity","bank","Citizens Bank","Citizens Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Citizens Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/ПриватБанк","amenity","bank","ПриватБанк","ПриватБанк"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=ПриватБанк","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Security Bank","amenity","bank","Security Bank","Security Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Security Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Millenium Bank","amenity","bank","Millenium Bank","Millenium Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Millenium Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Bankia","amenity","bank","Bankia","Bankia"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Bankia","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/三菱東京UFJ銀行","amenity","bank","三菱東京UFJ銀行","三菱東京UFJ銀行"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=三菱東京UFJ銀行","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Caixa","amenity","bank","Caixa","Caixa"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Caixa","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Banco de Costa Rica","amenity","bank","Banco de Costa Rica","Banco de Costa Rica"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Banco de Costa Rica","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/SunTrust Bank","amenity","bank","SunTrust Bank","SunTrust Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=SunTrust Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Itaú","amenity","bank","Itaú","Itaú"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Itaú","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/PBZ","amenity","bank","PBZ","PBZ"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=PBZ","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/中国工商银行","amenity","bank","中国工商银行","中国工商银行"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=中国工商银行","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Bancolombia","amenity","bank","Bancolombia","Bancolombia"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Bancolombia","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Райффайзен Банк Аваль","amenity","bank","Райффайзен Банк Аваль","Райффайзен Банк Аваль"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Райффайзен Банк Аваль","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Bancomer","amenity","bank","Bancomer","Bancomer"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Bancomer","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Banorte","amenity","bank","Banorte","Banorte"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Banorte","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Alior Bank","amenity","bank","Alior Bank","Alior Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Alior Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/BOC","amenity","bank","BOC","BOC"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=BOC","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Банк Москвы","amenity","bank","Банк Москвы","Банк Москвы"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Банк Москвы","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/ВТБ","amenity","bank","ВТБ","ВТБ"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=ВТБ","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Getin Bank","amenity","bank","Getin Bank","Getin Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Getin Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Caja Duero","amenity","bank","Caja Duero","Caja Duero"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Caja Duero","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Regions Bank","amenity","bank","Regions Bank","Regions Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Regions Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Росбанк","amenity","bank","Росбанк","Росбанк"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Росбанк","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Banco Estado","amenity","bank","Banco Estado","Banco Estado"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Banco Estado","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/BCI","amenity","bank","BCI","BCI"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=BCI","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/SunTrust","amenity","bank","SunTrust","SunTrust"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=SunTrust","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/PNC Bank","amenity","bank","PNC Bank","PNC Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=PNC Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/신한은행","amenity","bank","신한은행","신한은행"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=신한은행","name:en=Sinhan Bank","amenity=bank"," "," ",3," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/우리은행","amenity","bank","우리은행","우리은행"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=우리은행","name:en=Uri Bank","amenity=bank"," "," ",3," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/국민은행","amenity","bank","국민은행","국민은행"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=국민은행","name:en=Gungmin Bank","amenity=bank"," "," ",3," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/중소기업은행","amenity","bank","중소기업은행","중소기업은행"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=중소기업은행","name:en=Industrial Bank of Korea","amenity=bank"," "," ",3," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/광주은행","amenity","bank","광주은행","광주은행"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=광주은행","name:en=Gwangju Bank","amenity=bank"," "," ",3," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Газпромбанк","amenity","bank","Газпромбанк","Газпромбанк"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Газпромбанк","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/M&T Bank","amenity","bank","M&T Bank","M&T Bank"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=M&T Bank","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Caja de Burgos","amenity","bank","Caja de Burgos","Caja de Burgos"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Caja de Burgos","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/Santander Totta","amenity","bank","Santander Totta","Santander Totta"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=Santander Totta","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"amenity/bank/УкрСиббанк","amenity","bank","УкрСиббанк","УкрСиббанк"," "," ",0," "," "," "," "," ",0," ","bank",true,"atm,operator,address,building_area,opening_hours"," "," ","name=УкрСиббанк","amenity=bank"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
