"presetKey","presetKey0","presetKey1","presetKey2","keyName","nameEn","nameTransl","nameTranslLength","nameTranslWarnings","duplicateTranslation","notTranslatedName","termsEn","termsTransl","termsTranslLength","termsTranslWarnings","icon","suggestion","fields","searchable","matchScore","tags0","tags1","tags2","tags3","tags4","tagsLength","addTags0","addTags1","addTags2","addTags3","addTags4","addTagsLength","removeTags0","removeTags1","removeTags2","removeTags3","removeTags4","removeTagsLength","geometryArea","geometryLine","geometryPoint","geometryVertex","geometryRelation","endRec"
"leisure/swimming_pool","leisure","swimming_pool"," ","Swimming Pool","Swimming Pool","Plavecký bazén",14," "," "," ","","plovárna,koupaliště",19," ","swimming"," ","access_simple,operator,address"," "," ","leisure=swimming_pool"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"leisure/track","leisure","track"," ","Racetrack (non-Motorsport)","Racetrack (non-Motorsport)","Závodní dráha (ne motoristická)",31," "," "," ","","závodní dráha,sportovní dráha,běžecká dráha,cyklodráha,cyklistická dráha,dostihová dráha,dostihy",96," ","highway-road"," ","surface,sport_racing,lit,width,lanes"," "," ","leisure=track"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line","point"," "," ","last"
"line","line"," "," ","Line","Line","Cesta",5," "," "," ","","čára,cesta,trať,kanál,trasa",27," "," "," "," "," ",0.1," "," "," "," "," ",0," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"man_made","man_made"," "," ","Man Made","Man Made","Umělý objekt",12," "," "," ","","lidský výtvor,artefakt,konstrukce,dílo,stavba,objekt,mechanizmus",64," "," "," ","man_made"," "," ","man_made=*"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area","line","point","vertex"," ","last"
"man_made/breakwater","man_made","breakwater"," ","Breakwater","Breakwater","Vlnolam",7," "," "," ","","pobřežní hráz,násep,kameny,molo,zábrana",39," "," "," "," "," "," ","man_made=breakwater"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area","line"," "," "," ","last"
"man_made/cutline","man_made","cutline"," ","Cut line","Cut line","Průsek",6," "," "," ","","lesní průsek,holina",19," "," "," "," "," "," ","man_made=cutline"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"man_made/embankment","man_made","embankment"," ","Embankment","Embankment","Násyp",5," "," "," ","","násyp,násep,hráz,bariéra",24," "," "," "," ",false," ","man_made=embankment"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"man_made/flagpole","man_made","flagpole"," ","Flagpole","Flagpole","Vlajka",6," "," "," ","","prapor,vlajka,stožár,vlajkový stožár",36," ","embassy"," "," "," "," ","man_made=flagpole"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," ","point"," "," ","last"
"man_made/lighthouse","man_made","lighthouse"," ","Lighthouse","Lighthouse","Maják",5," "," "," ","","maják,světlo",12," ","lighthouse"," "," "," "," ","man_made=lighthouse"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"man_made/observation","man_made","observation"," ","Observation Tower","Observation Tower","Rozhledna",9," "," "," ","lookout tower,fire tower","rozhledna,pozorovatelna,věž",27," "," "," "," "," "," ","man_made=tower","tower:type=observation"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"man_made/pier","man_made","pier"," ","Pier","Pier","Molo",4," "," "," ","","molo,sloupy,pilíř,vlnolam,hráz,kotva,kotvení,ukotvení,lodě,promenáda,lávka,promenáda a přístaviště,přístavní hráz",113," "," "," "," "," "," ","man_made=pier"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area","line"," "," "," ","last"
"man_made/pipeline","man_made","pipeline"," ","Pipeline","Pipeline","Dálkové potrubí",15," "," "," ","","rouura,roury,transport,vodovod,ropovod,plynovod,kanál,rozvod",60," ","pipeline"," ","location,operator"," "," ","man_made=pipeline"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"man_made/survey_point","man_made","survey_point"," ","Survey Point","Survey Point","Triangulační bod",16," "," "," ","","triangulační bod,nivelizační bod,nivelace,referenční bod",56," ","monument"," ","ref"," "," ","man_made=survey_point"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," ","point","vertex"," ","last"
"man_made/tower","man_made","tower"," ","Tower","Tower","Věž",3," "," "," ","","věž,sloup,stožár,bašta,pevnost,hrad",35," "," "," ","towertype"," "," ","man_made=tower"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"man_made/wastewater_plant","man_made","wastewater_plant"," ","Wastewater Plant","Wastewater Plant","Čistička odpadních vod",22," "," "," ","sewage*,water treatment plant,reclamation plant","čistírna,čistička,čistírna odpadních vod,ČOV,čovka",50," ","water"," ","operator,address"," "," ","man_made=wastewater_plant"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"man_made/water_tower","man_made","water_tower"," ","Water Tower","Water Tower","Vodárenská věž",14," "," "," ","","vodojem,věž s vodojemem,věž,vodárenská věž",42," ","water"," ","operator"," "," ","man_made=water_tower"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"man_made/water_well","man_made","water_well"," ","Water Well","Water Well","Studna",6," "," "," ","","studna,studánka,čerpadlo,vodní zdroj,pramen",43," "," "," ","operator"," "," ","man_made=water_well"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"man_made/water_works","man_made","water_works"," ","Water Works","Water Works","Vodárna",7," "," "," ","","vodárna,úpravna vody",20," ","water"," ","operator,address"," "," ","man_made=water_works"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"military/airfield","military","airfield"," ","Airfield","Airfield","Vojenské letiště",16," "," "," ","","vojenské letiště,letiště,letecká základna",41," ","airfield"," "," "," "," ","military=airfield"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"military/barracks","military","barracks"," ","Barracks","Barracks","Kasárny",7," "," "," ","","kasárny,kasárna,armáda",22," "," "," "," "," "," ","military=barracks"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"military/bunker","military","bunker"," ","Bunker","Bunker","Opevnění",8," "," "," ","","bunkr,opevnění,fortifikace,šance,řopík",38," "," "," "," "," "," ","military=bunker"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"military/range","military","range"," ","Military Range","Military Range","Vojenská střelnice",18," "," "," ","","střelnice,vojenská střelnice",28," "," "," "," "," "," ","military=range"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"natural","natural"," "," ","Natural","Natural","Přírodní objekt",15," "," "," ","","příroda,přírodní,naturální,přirozený",36," "," "," ","natural"," "," ","natural=*"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"natural/bay","natural","bay"," ","Bay","Bay","Záliv",5," "," "," ","","záliv, zátoka",13," "," "," "," "," "," ","natural=bay"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"natural/beach","natural","beach"," ","Beach","Beach","Pláž",4," "," "," ","","pláž",4," "," "," ","surface"," "," ","natural=beach"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"natural/cave_entrance","natural","cave_entrance"," ","Cave Entrance","Cave Entrance","Vstup do jeskyně",16," "," "," ","","jeskyně,vstup do jeskyně, jeskynní komplex,kaverna,kras,díra,propast,speleologie",80," "," "," ","fee,access_simple"," "," ","natural=cave_entrance"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"natural/cliff","natural","cliff"," ","Cliff","Cliff","Útes, sráz",10," "," "," ","","útes",4," "," "," "," "," "," ","natural=cliff"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area","line","point","vertex"," ","last"
"natural/coastline","natural","coastline"," ","Coastline","Coastline","Pobřeží",7," "," "," ","shore","pobřeží,břeh,nábřeží",20," "," "," "," "," "," ","natural=coastline"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"natural/fell","natural","fell"," ","Fell","Fell","Horská louka",12," "," "," ","","horská louka,louka,mýtina,paseka,pastvina",41," "," "," "," "," "," ","natural=fell"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," "," "," ","last"
"natural/glacier","natural","glacier"," ","Glacier","Glacier","Ledovec",7," "," "," ","","ledovec",7," "," "," "," "," "," ","natural=glacier"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," "," "," ","last"
"natural/grassland","natural","grassland"," ","Grassland","Grassland","Travnatá plocha",15," "," "," ","","travnatá plocha,louka,traviny,travina,trávník",45," "," "," "," "," "," ","natural=grassland"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"natural/heath","natural","heath"," ","Heath","Heath","Vřesoviště",10," "," "," ","","vřesoviště,vřes",15," "," "," "," "," "," ","natural=heath"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," "," "," ","last"
"natural/peak","natural","peak"," ","Peak","Peak","Vrchol",6," "," "," ","acme,aiguille,alp,climax,crest,crown,hill,mount,mountain,pinnacle,summit,tip,top","hora,vrch,vrchol,vrcholek,kopec,kopeček,kóta,mont,mount,pik",59," ","triangle"," ","elevation"," "," ","natural=peak"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," ","point","vertex"," ","last"
"natural/scree","natural","scree"," ","Scree","Scree","Suťoviště",9," "," "," ","loose rocks","suť,suťoviště,kámen,kameny",26," "," "," "," "," "," ","natural=scree"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," "," "," ","last"
"natural/scrub","natural","scrub"," ","Scrub","Scrub","Křoví",5," "," "," ","","křoviny, křoví",14," "," "," "," "," "," ","natural=scrub"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," "," "," ","last"
"natural/spring","natural","spring"," ","Spring","Spring","Pramen",6," "," "," ","","pramen,vodní pramen,studánka,studna",35," "," "," "," "," "," ","natural=spring"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," ","point","vertex"," ","last"
"natural/tree","natural","tree"," ","Tree","Tree","Strom",5," "," "," ","","strom",5," ","park"," ","leaf_type,leaf_cycle,denotation"," "," ","natural=tree"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," ","point","vertex"," ","last"
"natural/water","natural","water"," ","Water","Water","Vodní plocha",12," "," "," ","","voda,vodstvo,vodní",18," ","water"," ","water"," "," ","natural=water"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," "," "," ","last"
"natural/water/lake","natural","water","lake","Lake","Lake","Jezero",6," "," "," ","lakelet,loch,mere","jezero,jezírko,pleso,oko,tůň",28," ","water"," "," "," "," ","natural=water","water=lake"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," "," "," ","last"
"natural/water/pond","natural","water","pond","Pond","Pond","Rybník",6," "," "," ","lakelet,millpond,tarn,pool,mere","rybník,rybíček,louže,tůň,hráz,přehrada",38," ","water"," "," "," "," ","natural=water","water=pond"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," "," "," ","last"
"natural/water/reservoir","natural","water","reservoir","Reservoir","Reservoir","Přehrada",8," "," "," ","","nádrž,vodní nádrž,tank",22," ","water"," "," "," "," ","natural=water","water=reservoir"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," "," "," "," ","last"
"natural/wetland","natural","wetland"," ","Wetland","Wetland","Mokřad",6," "," "," ","","mokřad,mokřina,rašeliniště,slatiniště,slatina,bažina,slanisko,slať,slatě,mangrovy",81," ","wetland"," ","wetland"," "," ","natural=wetland"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"natural/wood","natural","wood"," ","Wood","Wood","Les",3," ","duplicate"," ","tree","prales,přírodní les",19," ","park2"," ","leaf_type,leaf_cycle"," "," ","natural=wood"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"office","office"," "," ","Office","Office","Kanceláře",9," "," "," ","","kancelář,kancelářský,úřad,úřadovna,administrativa,office,sídlo",62," ","commercial"," ","office,address,building_area,opening_hours,smoking"," "," ","office=*"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"office/accountant","office","accountant"," ","Accountant","Accountant","Finanční poradce",16," "," "," ","","finanční poradce,účetní,daňový poradce",38," ","commercial"," ","address,building_area,opening_hours"," "," ","office=accountant"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"office/administrative","office","administrative"," ","Administrative Office","Administrative Office","Místní úřad",11," "," "," ","","místní úřad,městský úřad,krajský úřad,kancelář,administrativa,samospráva",72," ","commercial"," ","address,building_area,opening_hours"," "," ","office=administrative"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"office/architect","office","architect"," ","Architect","Architect","Architekt",9," "," "," ","","architekt,stavební,architektonické studio",41," ","commercial"," ","address,building_area,opening_hours"," "," ","office=architect"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"office/company","office","company"," ","Company Office","Company Office","Kancelář",8," "," "," ","","kancelář,firma,společnost,soukromá firma,soukromá společnost,sídlo,s.r.o.",73," ","commercial"," ","address,building_area,opening_hours,smoking"," "," ","office=company"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"office/educational_institution","office","educational_institution"," ","Educational Institution","Educational Institution","Vzdělávací instituce",20," "," "," ","","škola,kancelář,vzdělání,výuka,univerzita",40," ","commercial"," ","address,building_area,opening_hours"," "," ","office=educational_institution"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"office/employment_agency","office","employment_agency"," ","Employment Agency","Employment Agency","Úřad práce",10," "," "," ","job","úřad práce,pracovní úřad,zaměstnání,nezaměstnaní,nabídka práce",62," ","commercial"," ","address,building_area,opening_hours"," "," ","office=employment_agency"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"office/estate_agent","office","estate_agent"," ","Real Estate Office","Real Estate Office","Realitní kancelář",17," "," "," ","","realitní kancelář,realitka,nemovitost",37," ","commercial"," ","address,building_area,opening_hours"," "," ","office=estate_agent"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"office/financial","office","financial"," ","Financial Office","Financial Office","Finanční úřad",13," "," "," ","","finanční úřad,daňový úřad,berní úřad,celní správa",49," ","commercial"," ","address,building_area,opening_hours"," "," ","office=financial"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"office/government","office","government"," ","Government Office","Government Office","Státní úřad",11," "," "," ","","státní úřad,státní instituce,ministerstvo",41," ","commercial"," ","address,building_area,opening_hours"," "," ","office=government"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"office/insurance","office","insurance"," ","Insurance Office","Insurance Office","Pojišťovna",10," "," "," ","","pojišťovna,pojištění,zajišťovna",31," ","commercial"," ","address,building_area,opening_hours"," "," ","office=insurance"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"office/it","office","it"," ","IT Office","IT Office","IT specialista",14," "," "," ","","IT specialista,počítačový specialista",37," ","commercial"," ","address,building_area,opening_hours"," "," ","office=it"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"office/lawyer","office","lawyer"," ","Law Office","Law Office","Právní kancelář",15," "," "," ","","právní kancelář,právník,právní zástupce,advokátní kancelář,advokát",66," ","commercial"," ","address,building_area,opening_hours"," "," ","office=lawyer"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"office/newspaper","office","newspaper"," ","Newspaper","Newspaper","Noviny",6," "," "," ","","noviny,deník,časopis,vydavatelství",34," ","commercial"," ","address,building_area,opening_hours"," "," ","office=newspaper"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"office/ngo","office","ngo"," ","NGO Office","NGO Office","Nezisková organizace",20," "," "," ","","nezisková organizace,neziskovka,nevládní organizace",51," ","commercial"," ","address,building_area,opening_hours,smoking"," "," ","office=ngo"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"office/physician","office","physician"," ","Physician","Physician","Praktický lékař",15," "," "," ","","lékař,praktický lékař,medik,ordinace,doktor,praktický doktor",60," ","commercial"," ","address,building_area,opening_hours"," "," ","office=physician"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"office/political_party","office","political_party"," ","Political Party","Political Party","Politická strana",16," "," "," ","","politická strana,strana,politická organizace",44," ","commercial"," ","address,building_area,opening_hours"," "," ","office=political_party"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"office/research","office","research"," ","Research Office","Research Office","Výzkumný ústav",14," "," "," ","","výzkumný ústav,akademie věd,akademie,ústav,vědecký ústav,vědecká instituce,věda,výzkum,vývoj,vědecké pracoviště,výzkumné pracoviště",131," ","commercial"," ","address,building_area,opening_hours"," "," ","office=research"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"office/telecommunication","office","telecommunication"," ","Telecom Office","Telecom Office","Telekomunikační společnost",26," "," "," ","","telekomunikační společnost,telekomunikace,spoje,mobilní operátor,mobil,radiotelekomunikace",90," ","commercial"," ","address,building_area,opening_hours"," "," ","office=telecommunication"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"office/therapist","office","therapist"," ","Therapist","Therapist","Fyzioterapeut",13," "," "," ","","fyzioterapeut,terapeut,rekonvalescence,masér",44," ","commercial"," ","address,building_area,opening_hours"," "," ","office=therapist"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"office/travel_agent","office","travel_agent"," ","Travel Agency","Travel Agency","Cestovní kancelář",17," "," "," ","","cestovní kancelář,cestovka,cestovní agentura,zájezd,dovolená",60," ","suitcase"," ","address,building_area,opening_hours",false," ","office=travel_agent"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"piste","piste"," "," ","Piste/Ski Trail","Piste/Ski Trail","Lyžařská stopa",14," "," "," ","ski,sled,sleigh,snowboard,nordic,downhill,snowmobile","stopa,lyžařská stopa,běžkařská stopa,běžky",42," ","skiing"," ","piste/type,piste/difficulty,piste/grooming,oneway,lit"," "," ","piste:type=*"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area","line","point"," "," ","last"
"place","place"," "," ","Place","Place","Místo",5," "," "," ","","obec,místo,lokace,město,vesnice",31," "," "," ","place"," "," ","place=*"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"place/city","place","city"," ","City","City","Velkoměsto",10," "," "," ","","velkoměsto,město,city",21," ","city"," ","population"," "," ","place=city"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"place/hamlet","place","hamlet"," ","Hamlet","Hamlet","Vesnička",8," "," "," ","","vesnička,vesnice,obec,lhota",27," ","triangle-stroked"," ","population"," "," ","place=hamlet"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"place/island","place","island"," ","Island","Island","Ostrov",6," "," "," ","archipelago,atoll,bar,cay,isle,islet,key,reef","ostrov,ostrůvek,souostroví,archipel,atol,útes",45," "," "," "," "," "," ","place=island"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"place/isolated_dwelling","place","isolated_dwelling"," ","Isolated Dwelling","Isolated Dwelling","Samota",6," "," "," ","","samota,vesnička,obec",20," "," "," "," "," "," ","place=isolated_dwelling"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"place/locality","place","locality"," ","Locality","Locality","Neobydlené místo",16," "," "," ","","neobydlené místo,místo,lokalita",31," ","marker"," ","population"," "," ","place=locality"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"place/neighbourhood","place","neighbourhood"," ","Neighborhood","Neighborhood","Část obce",9," "," "," ","neighbourhood","část obce,část města,sousedství",31," ","triangle-stroked"," ","population"," "," ","place=neighbourhood"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"place/suburb","place","suburb"," ","Borough","Borough","Samosprávná městská část",24," "," "," ","Boro,Quarter","samosprávná městská část,městská část,městský obvod,okres",57," ","triangle-stroked"," ","population"," "," ","place=suburb"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"place/town","place","town"," ","Town","Town","Město",5," "," "," ","","město,městys,městečko,velkoměsto,obec",37," ","town"," ","population"," "," ","place=town"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"place/village","place","village"," ","Village","Village","Vesnice",7," "," "," ","","vesnice",7," ","village"," ","population"," "," ","place=village"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"point","point"," "," ","Point","Point","Uzel",4," "," "," ","","uzel,bod,vrchol,tečka,puntík",28," "," "," "," "," ",0.1," "," "," "," "," ",0," "," "," "," "," ",0," "," "," "," "," ",0," "," ","point"," "," ","last"
"power","power"," "," ","Power","Power","Energetika",10," "," "," ","","Energetika",10," "," "," ","power"," "," ","power=*"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area","line","point","vertex"," ","last"
"power/generator","power","generator"," ","Power Generator","Power Generator","Generátor",9," "," "," ","","generátor, elektrický generátor, elektrárna, zdroj proudu",57," "," "," ","operator,generator/source,generator/method,generator/type"," "," ","power=generator"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"power/line","power","line"," ","Power Line","Power Line","Elektrické vedení vyššího napětí (nad 50 kV)",44," "," "," ","","elektrické vedení,velmi vysoké napětí,zvláště vysoké napětí,přenosová soustava,energetika",89," ","power-line"," "," "," "," ","power=line"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"power/minor_line","power","minor_line"," ","Minor Power Line","Minor Power Line","Elektrické vedení nížšího napětí (pod 50 kV)",44," "," "," ","","elektrické vedení,nízké napětí,vysoké napětí,přenosová soustava,elektrický kabel,energetika",91," ","power-line"," "," "," "," ","power=minor_line"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"power/pole","power","pole"," ","Power Pole","Power Pole","Eletrický sloup",15," "," "," ","","sloup el.vedení,elektrický sloup,sloup elektrického vedení,sloupový stožár",74," "," "," "," "," "," ","power=pole"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," "," ","vertex"," ","last"
"power/sub_station","power","sub_station"," ","Substation","Substation","Transformátorová stanice",24," "," "," ","","Transformátorová stanice",24," "," "," ","substation,operator,building",false," ","power=sub_station"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"power/substation","power","substation"," ","Substation","Substation","Transformátorová stanice",24," "," "," ","","transformátorová stanice,transformátor,transformační stanice,napětí",67," "," "," ","substation,operator,building"," "," ","power=substation"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"power/tower","power","tower"," ","High-Voltage Tower","High-Voltage Tower","Elektrický stožár",17," "," "," ","","sloup vysokého napětí,vysoké napětí",35," "," "," "," "," "," ","power=tower"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," "," ","vertex"," ","last"
"power/transformer","power","transformer"," ","Transformer","Transformer","Transformátor",13," "," "," ","","transformátor,transformátorová stanice,elektrická stanice,adaptér",65," "," "," "," "," "," ","power=transformer"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point","vertex"," ","last"
"public_transport/platform","public_transport","platform"," ","Platform","Platform","Nástupiště",10," "," "," ","","nástupiště,nástupní plocha,platforma,nástupní ostrůvek,zastávkový mys,molo",74," "," "," ","ref,operator,network,shelter"," "," ","public_transport=platform"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area","line","point","vertex"," ","last"
"public_transport/stop_position","public_transport","stop_position"," ","Stop Position","Stop Position","Místo zastavení",15," "," "," ","","stání,zastávka,stanice,pozice,pozice stání,poloha,poloha stání",62," ","bus"," ","ref,operator,network"," "," ","public_transport=stop_position"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," "," ","vertex"," ","last"
"railway","railway"," "," ","Railway","Railway","Železnice",9," "," "," ","","železnice, železniční dráha",27," "," "," ","railway"," "," ","railway=*"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0,"area","line","point","vertex"," ","last"
"railway/abandoned","railway","abandoned"," ","Abandoned Railway","Abandoned Railway","Opuštěná železnice",18," "," "," ","","opuštěná železnice,opuštěná trať,nepoužívaná",44," ","railway-abandoned"," ","structure"," "," ","railway=abandoned"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"railway/disused","railway","disused"," ","Disused Railway","Disused Railway","Nepoužívaná železnice",21," "," "," ","","nepoužívaná železnice, nepoužívaná železniční dráha",51," ","railway-disused"," ","structure"," "," ","railway=disused"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"railway/funicular","railway","funicular"," ","Funicular","Funicular","Lanová dráha",12," "," "," ","venicular,cliff railway,cable car,cable railway,funicular railway","lanovka",7," ","railway-rail"," ","structure,gauge"," "," ","railway=funicular"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," ","line"," "," "," ","last"
"railway/halt","railway","halt"," ","Railway Halt","Railway Halt","Železniční zastávka",19," "," "," ","break,interrupt,rest,wait,interruption","železniční zastávka, železniční stanice, vlaková zastávka, vlaková stanice, nádraží, železniční nástupiště, vlakové nástupiště",126," ","rail"," "," "," "," ","railway=halt"," "," "," "," ",1," "," "," "," "," ",0," "," "," "," "," ",0," "," ","point","vertex"," ","last"
